Taxon,Date,Season,Plot Type,Sample,Sample Type,Wet Mass,Avg. Soil moisture,Calc. dry mass,Avg. Temp,Count
Coleoptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,1
Hemiptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,1
Diptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Blattodea,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Thysanoptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Psocoptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Lepidoptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Orthoptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Trichoptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Neuroptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Zoraptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Phthiraptora,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Mecoptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Dermaptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Zygentoma,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Embioptera,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Archaeognatha,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Protura,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Diplura,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Entomobryomorpha,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,2
Poduromorpha,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Symphypleona,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Acari other,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,2
Oribatida,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Araneae,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Opiliones,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Pseudoscorpiones,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Ixodida,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Ricinulei,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Schizomida,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Palpigradi,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Chilopoda,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Diplopoda,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,1
Symphyla,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Tetramerocerata,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Isopoda,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,1
Amphipoda,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Annelida,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Gastropoda,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Euonychophora,14.12.19,Wet,C,8S,Soil,419.3,52.73333333,198.1891333,25.06666667,0
Unknown,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,3
Hymenoptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,48
Coleoptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Hemiptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,1
Diptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Blattodea,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,5
Thysanoptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Psocoptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Lepidoptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Orthoptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Trichoptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Neuroptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Zoraptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Phthiraptora,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Mecoptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Dermaptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Zygentoma,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Embioptera,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Archaeognatha,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Protura,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Diplura,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Entomobryomorpha,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,3
Poduromorpha,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Symphypleona,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,3
Acari other,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,5
Oribatida,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,9
Araneae,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Opiliones,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Pseudoscorpiones,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Ixodida,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Ricinulei,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Schizomida,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Palpigradi,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Chilopoda,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Diplopoda,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Symphyla,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Tetramerocerata,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Isopoda,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Amphipoda,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Annelida,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Gastropoda,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Euonychophora,14.12.19,Wet,W,9S,Soil,301.4,48.03333333,156.6275333,28.73333333,0
Unknown,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Hymenoptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,3
Coleoptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,2
Hemiptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,5
Diptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,5
Blattodea,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Thysanoptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Psocoptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Lepidoptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,2
Orthoptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Trichoptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Neuroptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Zoraptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Phthiraptora,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Mecoptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Dermaptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Zygentoma,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Embioptera,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Archaeognatha,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Protura,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Diplura,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,6
Entomobryomorpha,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,15
Poduromorpha,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,1
Symphypleona,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,3
Acari other,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,15
Oribatida,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,32
Araneae,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Opiliones,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Pseudoscorpiones,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Ixodida,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Ricinulei,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Schizomida,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Palpigradi,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Chilopoda,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Diplopoda,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Symphyla,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Tetramerocerata,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,3
Isopoda,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,1
Amphipoda,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Annelida,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Gastropoda,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Euonychophora,14.12.19,Wet,C,10S,Soil,247.6,50.53333333,122.4794667,25.4,0
Unknown,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Hymenoptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,207
Coleoptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,12
Hemiptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,3
Diptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,1
Blattodea,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Thysanoptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Psocoptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Lepidoptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Orthoptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Trichoptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Neuroptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Zoraptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Phthiraptora,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Mecoptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Dermaptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Zygentoma,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Embioptera,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Archaeognatha,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Protura,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Diplura,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Entomobryomorpha,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,77
Poduromorpha,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,1
Symphypleona,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,33
Acari other,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,96
Oribatida,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,43
Araneae,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,15
Opiliones,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,3
Pseudoscorpiones,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,2
Ixodida,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,1
Ricinulei,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Schizomida,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,1
Palpigradi,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Chilopoda,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Diplopoda,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,4
Symphyla,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,2
Tetramerocerata,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,1
Isopoda,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,1
Amphipoda,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Annelida,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Gastropoda,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Euonychophora,14.12.19,Wet,W,1L,Litter,829.3,46.3,NA,NA,0
Unknown,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Hymenoptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,14
Coleoptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,9
Hemiptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,2
Diptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,10
Blattodea,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Thysanoptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Psocoptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Lepidoptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,1
Orthoptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Trichoptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Neuroptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Zoraptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Phthiraptora,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Mecoptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Dermaptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Zygentoma,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Embioptera,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Archaeognatha,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Protura,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Diplura,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,1
Entomobryomorpha,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,95
Poduromorpha,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,7
Symphypleona,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,60
Acari other,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,96
Oribatida,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,74
Araneae,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,1
Opiliones,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Pseudoscorpiones,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,1
Ixodida,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Ricinulei,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Schizomida,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Palpigradi,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Chilopoda,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Diplopoda,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,2
Symphyla,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Tetramerocerata,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,3
Isopoda,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Amphipoda,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Annelida,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Gastropoda,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Euonychophora,14.12.19,Wet,C,2L,Litter,380.4,51.26666667,NA,NA,0
Unknown,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Hymenoptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,30
Coleoptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,10
Hemiptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Diptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,4
Blattodea,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Thysanoptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,1
Psocoptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Lepidoptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Orthoptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Trichoptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Neuroptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Zoraptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Phthiraptora,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Mecoptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Dermaptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Zygentoma,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Embioptera,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Archaeognatha,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Protura,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Diplura,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Entomobryomorpha,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,48
Poduromorpha,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,3
Symphypleona,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,113
Acari other,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,219
Oribatida,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,294
Araneae,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Opiliones,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Pseudoscorpiones,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Ixodida,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Ricinulei,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Schizomida,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Palpigradi,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Chilopoda,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Diplopoda,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Symphyla,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Tetramerocerata,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,1
Isopoda,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,1
Amphipoda,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Annelida,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Gastropoda,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Euonychophora,14.12.19,Wet,W,3L,Litter,548.4,44.6,NA,NA,0
Unknown,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,1
Hymenoptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,22
Coleoptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,13
Hemiptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,3
Diptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,9
Blattodea,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Thysanoptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Psocoptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Lepidoptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,1
Orthoptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Trichoptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Neuroptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Zoraptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Phthiraptora,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Mecoptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Dermaptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Zygentoma,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Embioptera,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Archaeognatha,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Protura,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Diplura,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Entomobryomorpha,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,109
Poduromorpha,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,1
Symphypleona,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,132
Acari other,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,136
Oribatida,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,398
Araneae,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,1
Opiliones,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Pseudoscorpiones,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,1
Ixodida,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Ricinulei,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Schizomida,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Palpigradi,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Chilopoda,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Diplopoda,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Symphyla,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Tetramerocerata,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Isopoda,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,2
Amphipoda,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Annelida,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Gastropoda,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Euonychophora,14.12.19,Wet,C,4L,Litter,410.4,50.8,NA,NA,0
Unknown,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,0
Hymenoptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,24
Coleoptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,15
Hemiptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,0
Diptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,3
Blattodea,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,3
Thysanoptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,1
Psocoptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,0
Lepidoptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,0
Orthoptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,0
Trichoptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,0
Neuroptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,0
Zoraptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,0
Phthiraptora,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,0
Mecoptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,0
Dermaptera,14.12.19,Wet,W,5L,Litter,789.4,47.36666667,NA,NA,0
